sale_id,product_name,quantity_sold,unit_price,sale_date,customer_id
S00607,Product B,3,219,11/08/2025,C0305
S00608,Product E,15,165,31/08/2025,C0493
S00609,Product E,13,332,01/11/2025,C0139
S00610,Product B,11,60,17/09/2025,C0187
S00611,Product A,18,296,28/06/2025,C0287
S00612,Product A,15,32,13/05/2025,C0353
S00613,Product A,3,453,04/09/2025,C0168
S00614,Product E,13,423,03/03/2025,C0335
S00615,Product A,16,126,15/04/2025,C0225
S00616,Product B,13,421,12/05/2025,C0067
S00617,Product D,10,455,31/10/2025,C0054
S00618,Product C,14,497,22/08/2025,C0090
S00619,Product C,10,212,21/05/2025,C0447
S00620,Product D,2,183,28/12/2025,C0477
S00621,Product D,7,193,03/01/2025,C0165
S00622,Product D,15,250,18/04/2025,C0196
S00623,Product E,10,106,27/12/2025,C0427
S00624,Product D,10,367,17/07/2025,C0494
S00625,Product B,14,395,13/04/2025,C0474
S00626,Product C,13,273,01/06/2025,C0008
S00627,Product A,8,31,12/02/2025,C0401
S00628,Product E,19,259,11/02/2025,C0004
S00629,Product C,4,277,30/03/2025,C0218
S00630,Product D,8,253,17/12/2025,C0085
S00631,Product A,13,381,08/10/2025,C0224
S00632,Product B,3,142,05/12/2025,C0296
S00633,Product C,18,281,05/01/2025,C0074
S00634,Product D,12,68,13/09/2025,C0050
S00635,Product C,12,165,27/07/2025,C0495
S00636,Product D,4,317,16/04/2025,C0389
S00637,Product A,6,283,20/02/2025,C0381
S00638,Product A,15,462,03/07/2025,C0389
S00639,Product B,13,302,18/11/2025,C0449
S00640,Product B,19,443,04/12/2025,C0420
S00641,Product D,16,452,13/08/2025,C0374
S00642,Product C,17,212,11/01/2025,C0216
S00643,Product D,1,353,20/01/2025,C0400
S00644,Product B,1,176,16/04/2025,C0370
S00645,Product B,8,346,19/01/2025,C0109
S00646,Product D,13,497,26/03/2025,C0009
S00647,Product D,12,424,26/10/2025,C0464
S00648,Product E,15,369,15/07/2025,C0037
S00649,Product B,4,496,28/07/2025,C0391
S00650,Product E,2,27,17/12/2025,C0390
S00651,Product D,9,481,03/07/2025,C0486
S00652,Product E,2,367,16/03/2025,C0487
S00653,Product C,2,490,04/06/2025,C0457
S00654,Product A,15,285,16/12/2025,C0055
S00655,Product D,2,301,28/01/2025,C0012
S00656,Product B,16,126,03/08/2025,C0429
S00657,Product B,8,314,17/08/2025,C0328
S00658,Product C,9,233,17/05/2025,C0282
S00659,Product C,13,142,28/06/2025,C0072
S00660,Product B,9,75,21/12/2025,C0168
S00661,Product B,9,77,08/04/2025,C0070
S00662,Product A,3,315,04/02/2025,C0443
S00663,Product D,6,222,30/09/2025,C0051
S00664,Product B,3,103,05/12/2025,C0258
S00665,Product B,7,216,21/04/2025,C0260
S00666,Product A,18,460,05/02/2025,C0231
S00667,Product B,19,105,16/09/2025,C0323
S00668,Product D,14,250,14/11/2025,C0299
S00669,Product E,18,80,15/05/2025,C0089
S00670,Product E,17,463,26/02/2025,C0174
S00671,Product E,6,143,28/05/2025,C0340
S00672,Product B,17,408,22/05/2025,C0379
S00673,Product D,18,301,13/01/2025,C0497
S00674,Product E,6,251,18/10/2025,C0111
S00675,Product E,19,478,08/01/2025,C0069
S00676,Product B,16,231,31/08/2025,C0272
S00677,Product D,18,191,04/05/2025,C0252
S00678,Product B,3,242,22/04/2025,C0171
S00679,Product E,11,352,03/05/2025,C0071
S00680,Product A,6,200,05/03/2025,C0086
S00681,Product E,16,242,09/03/2025,C0072
S00682,Product B,9,426,18/08/2025,C0394
S00683,Product C,7,149,26/11/2025,C0496
S00684,Product A,17,265,25/06/2025,C0420
S00685,Product D,17,378,06/02/2025,C0311
S00686,Product A,19,45,24/02/2025,C0349
S00687,Product B,6,191,10/06/2025,C0321
S00688,Product D,12,93,30/07/2025,C0318
S00689,Product E,15,98,29/07/2025,C0387
S00690,Product A,14,353,06/09/2025,C0403
S00691,Product B,16,400,19/03/2025,C0196
S00692,Product B,11,18,25/09/2025,C0318
S00693,Product B,17,296,22/05/2025,C0130
S00694,Product E,1,357,09/07/2025,C0420
S00695,Product A,9,362,15/07/2025,C0474
S00696,Product A,8,277,08/06/2025,C0097
S00697,Product A,10,170,27/09/2025,C0270
S00698,Product D,14,242,07/07/2025,C0148
S00699,Product C,13,188,13/09/2025,C0041
S00700,Product C,1,422,20/05/2025,C0404
S00701,Product C,9,420,06/02/2025,C0115
S00702,Product C,6,167,20/02/2025,C0214
S00703,Product E,10,358,30/07/2025,C0122
S00704,Product C,3,468,16/06/2025,C0119
S00705,Product B,11,487,24/01/2025,C0302
S00706,Product A,1,365,27/11/2025,C0456
S00707,Product B,9,308,23/11/2025,C0380
S00708,Product D,2,151,02/04/2025,C0272
S00709,Product C,13,58,01/01/2025,C0399
S00710,Product B,14,200,25/07/2025,C0094
S00711,Product C,8,211,18/10/2025,C0155
S00712,Product E,7,344,06/06/2025,C0322
S00713,Product B,6,338,13/07/2025,C0260
S00714,Product A,11,444,17/12/2025,C0332
S00715,Product C,9,79,29/03/2025,C0210
S00716,Product E,11,117,21/07/2025,C0236
S00717,Product C,15,53,18/10/2025,C0372
S00718,Product D,19,10,13/11/2025,C0280
S00719,Product C,18,283,26/04/2025,C0266
S00720,Product A,2,427,11/06/2025,C0364
S00721,Product C,6,255,19/11/2025,C0138
S00722,Product B,14,181,09/02/2025,C0352
S00723,Product A,11,96,14/11/2025,C0444
S00724,Product B,7,261,18/08/2025,C0343
S00725,Product D,18,194,06/12/2025,C0269
S00726,Product A,2,336,11/08/2025,C0421
S00727,Product D,6,406,25/09/2025,C0318
S00728,Product C,1,327,15/06/2025,C0233
S00729,Product D,17,448,09/03/2025,C0461
S00730,Product A,8,167,13/02/2025,C0134
S00731,Product B,1,196,27/10/2025,C0285
S00732,Product D,11,313,13/04/2025,C0019
S00733,Product A,12,343,06/09/2025,C0081
S00734,Product B,12,356,21/08/2025,C0279
S00735,Product C,18,238,28/08/2025,C0227
S00736,Product A,2,419,07/02/2025,C0441
S00737,Product B,11,230,01/02/2025,C0053
S00738,Product E,7,262,08/04/2025,C0144
S00739,Product A,4,472,10/05/2025,C0402
S00740,Product E,17,314,12/09/2025,C0359
S00741,Product B,15,187,12/08/2025,C0467
S00742,Product B,12,59,04/10/2025,C0113
S00743,Product B,15,332,24/11/2025,C0421
S00744,Product C,18,369,14/04/2025,C0122
S00745,Product C,8,475,03/11/2025,C0494
S00746,Product D,17,181,19/06/2025,C0492
S00747,Product D,10,459,26/09/2025,C0401
S00748,Product D,12,477,03/09/2025,C0081
S00749,Product D,6,469,03/07/2025,C0038
S00750,Product D,3,42,12/09/2025,C0065
S00751,Product B,3,418,17/11/2025,C0414
S00752,Product B,19,468,07/07/2025,C0376
S00753,Product A,8,167,03/01/2025,C0192
S00754,Product C,3,314,24/04/2025,C0087
S00755,Product E,5,149,28/08/2025,C0179
S00756,Product C,19,180,09/06/2025,C0333
S00757,Product B,7,326,04/08/2025,C0034
S00758,Product C,18,380,07/02/2025,C0056
S00759,Product C,16,304,28/06/2025,C0356
S00760,Product B,13,321,24/02/2025,C0187
S00761,Product A,15,290,14/08/2025,C0394
S00762,Product B,14,266,22/11/2025,C0300
S00763,Product E,9,449,21/01/2025,C0476
S00764,Product A,13,56,31/07/2025,C0456
S00765,Product B,6,341,01/11/2025,C0165
S00766,Product C,9,166,19/07/2025,C0240
S00767,Product E,5,59,10/03/2025,C0041
S00768,Product C,10,487,14/04/2025,C0153
S00769,Product A,11,269,29/10/2025,C0282
S00770,Product E,3,143,29/09/2025,C0264
S00771,Product C,2,115,02/06/2025,C0085
S00772,Product D,10,187,15/06/2025,C0316
S00773,Product E,15,397,27/03/2025,C0283
S00774,Product B,9,361,25/01/2025,C0291
S00775,Product B,1,52,19/07/2025,C0340
S00776,Product C,5,244,03/02/2025,C0317
S00777,Product A,8,136,06/07/2025,C0333
S00778,Product E,16,382,14/04/2025,C0149
S00779,Product A,16,178,19/09/2025,C0308
S00780,Product E,3,248,08/05/2025,C0420
S00781,Product E,2,24,26/12/2025,C0125
S00782,Product A,9,245,22/12/2025,C0156
S00783,Product D,4,480,18/01/2025,C0247
S00784,Product C,1,11,15/01/2025,C0283
S00785,Product E,6,224,26/04/2025,C0431
S00786,Product D,1,212,02/09/2025,C0413
S00787,Product E,2,252,22/10/2025,C0219
S00788,Product E,3,108,09/09/2025,C0099
S00789,Product D,5,433,17/04/2025,C0500
S00790,Product D,9,262,07/04/2025,C0418
S00791,Product D,1,436,24/01/2025,C0332
S00792,Product D,10,188,17/03/2025,C0478
S00793,Product A,4,252,30/10/2025,C0069
S00794,Product C,8,68,16/02/2025,C0075
S00795,Product C,2,165,03/10/2025,C0498
S00796,Product D,19,252,09/08/2025,C0290
S00797,Product C,9,68,18/06/2025,C0183
S00798,Product B,10,345,23/12/2025,C0176
S00799,Product A,15,377,31/08/2025,C0334
S00800,Product D,15,70,12/07/2025,C0073
S00801,Product D,9,158,09/06/2025,C0453
S00802,Product E,10,333,13/07/2025,C0093
S00803,Product E,1,72,24/11/2025,C0181
S00804,Product D,12,458,13/11/2025,C0093
S00805,Product A,14,251,02/11/2025,C0080
S00806,Product C,15,349,02/12/2025,C0325
S00807,Product A,12,130,11/12/2025,C0134
S00808,Product D,2,323,19/09/2025,C0276
S00809,Product C,15,152,29/01/2025,C0429
S00810,Product B,5,109,12/02/2025,C0056
S00811,Product B,14,154,16/11/2025,C0080
S00812,Product C,11,272,21/09/2025,C0366
S00813,Product D,16,284,15/05/2025,C0334
S00814,Product B,16,400,02/02/2025,C0250
S00815,Product B,19,402,17/08/2025,C0322
S00816,Product D,18,178,23/02/2025,C0208
S00817,Product A,1,115,21/11/2025,C0439
S00818,Product B,3,87,21/06/2025,C0152
S00819,Product E,12,216,14/07/2025,C0098
S00820,Product A,5,136,28/09/2025,C0339
S00821,Product C,18,283,30/08/2025,C0087
S00822,Product A,15,480,16/07/2025,C0152
S00823,Product E,3,251,11/03/2025,C0155
S00824,Product D,12,442,04/12/2025,C0220
S00825,Product C,8,42,05/07/2025,C0471
S00826,Product A,19,37,13/02/2025,C0236
S00827,Product B,3,395,26/12/2025,C0385
S00828,Product C,18,326,19/11/2025,C0212
S00829,Product E,16,144,16/10/2025,C0381
S00830,Product E,6,161,13/06/2025,C0135
S00831,Product E,11,27,23/02/2025,C0327
S00832,Product E,14,328,19/12/2025,C0058
S00833,Product B,4,361,14/04/2025,C0248
S00834,Product E,7,144,20/10/2025,C0434
S00835,Product E,14,149,17/05/2025,C0307
S00836,Product C,1,72,04/07/2025,C0279
S00837,Product C,17,253,18/04/2025,C0057
S00838,Product B,12,323,01/10/2025,C0495
S00839,Product B,13,125,28/07/2025,C0278
S00840,Product A,4,449,18/11/2025,C0353
S00841,Product E,4,29,25/09/2025,C0418
S00842,Product B,8,302,05/03/2025,C0375
S00843,Product D,3,34,01/05/2025,C0340
S00844,Product E,12,47,11/10/2025,C0363
S00845,Product B,19,436,29/11/2025,C0112
S00846,Product E,8,71,21/08/2025,C0244
S00847,Product E,14,25,16/09/2025,C0013
S00848,Product B,16,215,07/03/2025,C0190
S00849,Product C,5,311,15/02/2025,C0206
S00850,Product E,16,301,25/02/2025,C0164
S00851,Product E,4,175,10/08/2025,C0447
S00852,Product A,2,486,21/04/2025,C0163
S00853,Product D,17,220,19/08/2025,C0350
S00854,Product B,1,87,11/02/2025,C0319
S00855,Product C,17,282,22/09/2025,C0294
S00856,Product B,18,235,01/03/2025,C0208
S00857,Product A,7,64,25/06/2025,C0009
S00858,Product B,16,138,07/12/2025,C0310
S00859,Product E,15,430,22/10/2025,C0264
S00860,Product B,4,116,11/07/2025,C0200
S00861,Product C,3,401,20/11/2025,C0412
S00862,Product E,2,97,11/10/2025,C0467
S00863,Product A,7,184,09/10/2025,C0438
S00864,Product C,19,388,26/09/2025,C0311
S00865,Product A,4,346,27/07/2025,C0341
S00866,Product E,7,420,07/10/2025,C0419
S00867,Product E,15,484,16/07/2025,C0257
S00868,Product A,12,324,13/02/2025,C0125
S00869,Product C,15,390,26/11/2025,C0107
S00870,Product C,15,345,13/11/2025,C0383
S00871,Product B,9,89,26/03/2025,C0038
S00872,Product A,2,170,30/11/2025,C0003
S00873,Product B,6,231,13/08/2025,C0165
S00874,Product D,17,30,06/09/2025,C0417
S00875,Product A,17,452,13/02/2025,C0123
S00876,Product E,9,82,18/10/2025,C0089
S00877,Product A,19,332,01/09/2025,C0071
S00878,Product B,3,434,09/03/2025,C0007
S00879,Product C,14,176,26/04/2025,C0014
S00880,Product D,7,21,12/07/2025,C0268
S00881,Product B,16,190,18/08/2025,C0241
S00882,Product E,11,47,12/10/2025,C0120
S00883,Product A,12,200,28/09/2025,C0047
S00884,Product B,3,434,27/11/2025,C0197
S00885,Product C,18,117,30/06/2025,C0284
S00886,Product C,9,254,07/11/2025,C0027
S00887,Product C,12,396,12/11/2025,C0499
S00888,Product E,16,236,24/02/2025,C0177
S00889,Product E,2,159,04/09/2025,C0267
S00890,Product C,19,468,07/09/2025,C0191
S00891,Product C,9,174,03/02/2025,C0306
S00892,Product C,2,478,23/01/2025,C0064
S00893,Product B,3,281,24/04/2025,C0338
S00894,Product A,1,471,08/09/2025,C0252
S00895,Product B,16,288,06/05/2025,C0353
S00896,Product C,17,283,16/07/2025,C0220
S00897,Product A,14,488,28/11/2025,C0008
S00898,Product B,3,85,24/07/2025,C0202
S00899,Product B,16,159,20/09/2025,C0170
S00900,Product C,12,168,20/12/2025,C0152
S00901,Product E,19,162,03/06/2025,C0121
S00902,Product A,8,270,28/07/2025,C0269
S00903,Product E,12,434,19/02/2025,C0023
S00904,Product C,19,38,10/07/2025,C0293
S00905,Product C,14,260,07/07/2025,C0458
S00906,Product A,4,390,13/06/2025,C0195
S00907,Product E,17,71,14/04/2025,C0025
S00908,Product C,17,317,27/07/2025,C0399
S00909,Product B,12,346,11/08/2025,C0183
S00910,Product B,13,218,18/12/2025,C0056
S00911,Product C,4,172,27/12/2025,C0311
S00912,Product A,3,437,16/11/2025,C0032
S00913,Product E,12,47,04/09/2025,C0067
S00914,Product B,18,93,23/10/2025,C0270
S00915,Product A,11,314,28/06/2025,C0418
S00916,Product A,13,130,14/04/2025,C0379
S00917,Product B,6,18,09/11/2025,C0381
S00918,Product A,16,46,13/03/2025,C0291
S00919,Product C,13,160,23/09/2025,C0320
S00920,Product E,1,219,03/10/2025,C0223
S00921,Product B,11,226,29/03/2025,C0343
S00922,Product B,17,442,18/09/2025,C0167
S00923,Product E,15,481,03/08/2025,C0126
S00924,Product D,10,56,24/08/2025,C0289
S00925,Product A,18,435,21/10/2025,C0156
S00926,Product A,8,435,03/10/2025,C0046
S00927,Product D,11,78,09/01/2025,C0047
S00928,Product C,15,270,05/01/2025,C0066
S00929,Product E,18,172,05/08/2025,C0495
S00930,Product A,19,46,04/09/2025,C0284
S00931,Product B,4,397,17/08/2025,C0500
S00932,Product C,17,209,12/04/2025,C0494
S00933,Product B,17,417,21/09/2025,C0294
S00934,Product E,8,304,07/12/2025,C0371
S00935,Product A,4,250,17/10/2025,C0452
S00936,Product E,16,267,29/10/2025,C0479
S00937,Product D,8,46,12/05/2025,C0273
S00938,Product C,1,70,15/06/2025,C0471
S00939,Product B,11,116,08/01/2025,C0138
S00940,Product C,1,38,09/11/2025,C0444
S00941,Product E,4,452,30/03/2025,C0146
S00942,Product C,15,420,28/03/2025,C0316
S00943,Product D,2,368,20/11/2025,C0219
S00944,Product B,6,238,28/11/2025,C0125
S00945,Product B,4,480,23/03/2025,C0130
S00946,Product B,15,162,10/07/2025,C0291
S00947,Product B,1,27,11/09/2025,C0221
S00948,Product D,7,252,06/01/2025,C0188
S00949,Product B,11,128,26/08/2025,C0398
S00950,Product A,6,180,20/05/2025,C0264
S00951,Product B,5,422,24/12/2025,C0185
S00952,Product E,19,308,10/08/2025,C0331
S00953,Product E,7,404,14/12/2025,C0178
S00954,Product C,19,59,23/12/2025,C0366
S00955,Product E,8,114,12/02/2025,C0001
S00956,Product C,2,251,01/03/2025,C0442
S00957,Product D,4,120,25/03/2025,C0035
S00958,Product E,14,232,12/04/2025,C0271
S00959,Product E,5,193,26/02/2025,C0262
S00960,Product E,19,436,06/05/2025,C0369
S00961,Product C,10,487,05/08/2025,C0038
S00962,Product D,14,447,25/04/2025,C0244
S00963,Product A,14,252,26/12/2025,C0292
S00964,Product C,18,360,31/08/2025,C0035
S00965,Product A,4,319,10/07/2025,C0245
S00966,Product C,1,446,12/06/2025,C0388
S00967,Product A,9,113,07/09/2025,C0347
S00968,Product C,6,466,26/05/2025,C0055
S00969,Product A,6,465,08/12/2025,C0401
S00970,Product B,11,399,12/11/2025,C0069
S00971,Product B,13,408,30/01/2025,C0334
S00972,Product D,8,321,14/05/2025,C0216
S00973,Product A,11,73,02/02/2025,C0368
S00974,Product E,7,154,15/09/2025,C0223
S00975,Product C,14,45,13/09/2025,C0331
S00976,Product C,10,305,26/09/2025,C0223
S00977,Product A,5,260,30/01/2025,C0209
S00978,Product A,2,351,17/12/2025,C0490
S00979,Product D,12,50,09/06/2025,C0084
S00980,Product B,16,448,03/06/2025,C0278
S00981,Product E,12,241,17/05/2025,C0331
S00982,Product D,5,388,28/08/2025,C0133
S00983,Product A,6,375,02/11/2025,C0342
S00984,Product D,11,367,02/11/2025,C0331
S00985,Product B,2,322,24/07/2025,C0303
S00986,Product C,10,104,30/07/2025,C0136
S00987,Product E,19,232,26/11/2025,C0457
S00988,Product A,9,19,21/10/2025,C0485
S00989,Product B,14,139,19/01/2025,C0165
S00990,Product B,7,488,18/11/2025,C0096
S00991,Product D,1,10,08/01/2025,C0411
S00992,Product A,6,291,14/12/2025,C0006
S00993,Product D,16,231,24/05/2025,C0284
S00994,Product D,4,151,22/12/2025,C0285
S00995,Product B,8,145,18/11/2025,C0299
S00996,Product D,18,487,12/08/2025,C0102
S00997,Product B,7,356,19/07/2025,C0317
S00998,Product D,1,337,03/08/2025,C0427
S00999,Product B,19,478,10/10/2025,C0196
S01000,Product C,11,475,04/10/2025,C0013
S01001,Product C,17,428,10/10/2025,C0472
S01002,Product B,12,355,29/10/2025,C0318
S01003,Product A,1,296,30/12/2025,C0024
S01004,Product E,6,173,02/06/2025,C0037
S01005,Product E,17,300,11/11/2025,C0277
S01006,Product E,15,79,27/03/2025,C0371
S01007,Product C,13,310,19/04/2025,C0482
S01008,Product D,17,372,15/11/2025,C0129
S01009,Product B,2,394,03/01/2025,C0127
S01010,Product C,3,482,25/06/2025,C0281
S01011,Product E,8,52,10/12/2025,C0201
S01012,Product A,18,287,02/10/2025,C0292
S01013,Product C,17,454,05/05/2025,C0445
S01014,Product E,2,114,21/05/2025,C0106
S01015,Product E,1,152,26/03/2025,C0056
S01016,Product D,2,259,06/08/2025,C0315
S01017,Product D,9,357,03/09/2025,C0368
S01018,Product D,17,398,11/06/2025,C0087
S01019,Product B,7,172,22/02/2025,C0333
S01020,Product B,7,449,17/05/2025,C0199
S01021,Product D,12,200,11/11/2025,C0138
S01022,Product A,10,424,01/02/2025,C0377
S01023,Product D,2,144,04/04/2025,C0424
S01024,Product C,14,318,27/10/2025,C0500
S01025,Product E,15,419,16/04/2025,C0379
S01026,Product D,3,292,02/02/2025,C0494
S01027,Product D,6,321,28/02/2025,C0027
S01028,Product A,17,148,24/04/2025,C0109
S01029,Product E,14,244,01/10/2025,C0178
S01030,Product E,16,431,05/02/2025,C0123
S01031,Product E,10,469,11/02/2025,C0453
S01032,Product B,19,358,26/08/2025,C0434
S01033,Product C,19,494,12/09/2025,C0057
S01034,Product A,11,258,06/09/2025,C0094
S01035,Product A,1,39,18/12/2025,C0067
S01036,Product D,12,394,30/12/2025,C0491
S01037,Product B,4,490,07/04/2025,C0033
S01038,Product E,13,100,11/12/2025,C0323
S01039,Product A,2,355,14/04/2025,C0107
S01040,Product A,14,172,01/04/2025,C0483
S01041,Product D,1,44,30/08/2025,C0018
S01042,Product D,17,376,13/09/2025,C0084
S01043,Product E,11,330,15/07/2025,C0093
S01044,Product E,12,301,14/10/2025,C0100
S01045,Product E,3,50,12/07/2025,C0110
S01046,Product D,3,298,21/02/2025,C0401
S01047,Product A,1,206,10/01/2025,C0419
S01048,Product E,1,481,19/08/2025,C0306
S01049,Product C,13,400,21/06/2025,C0081
S01050,Product D,6,60,30/10/2025,C0492
S01051,Product E,11,66,26/02/2025,C0255
S01052,Product D,7,326,10/12/2025,C0043
S01053,Product B,3,306,09/10/2025,C0001
S01054,Product C,15,166,11/09/2025,C0138
S01055,Product B,8,114,08/07/2025,C0016
S01056,Product E,13,232,21/10/2025,C0336
S01057,Product D,6,334,04/09/2025,C0421
S01058,Product B,17,406,06/06/2025,C0369
S01059,Product C,1,433,10/01/2025,C0046
S01060,Product A,3,157,08/05/2025,C0479
S01061,Product C,10,220,11/04/2025,C0024
S01062,Product A,7,431,24/06/2025,C0059
S01063,Product B,12,155,10/05/2025,C0263
S01064,Product E,5,402,08/11/2025,C0241
S01065,Product C,10,273,07/11/2025,C0310
S01066,Product D,14,95,02/12/2025,C0291
S01067,Product C,2,174,21/01/2025,C0318
S01068,Product E,4,420,28/09/2025,C0225
S01069,Product B,9,499,12/04/2025,C0096
S01070,Product B,1,121,05/08/2025,C0436
S01071,Product D,17,354,20/08/2025,C0201
S01072,Product E,18,334,03/09/2025,C0006
S01073,Product E,11,195,06/03/2025,C0144
S01074,Product B,2,417,16/05/2025,C0100
S01075,Product B,15,320,04/08/2025,C0290
S01076,Product B,18,82,16/02/2025,C0354
S01077,Product C,1,157,04/09/2025,C0088
S01078,Product E,5,376,27/05/2025,C0297
S01079,Product A,8,69,21/12/2025,C0027
S01080,Product B,17,289,27/06/2025,C0005
S01081,Product E,3,436,28/03/2025,C0120
S01082,Product C,1,496,26/06/2025,C0159
S01083,Product E,1,499,12/01/2025,C0207
S01084,Product B,10,417,09/08/2025,C0228
S01085,Product B,13,446,06/09/2025,C0389
S01086,Product D,3,71,20/09/2025,C0218
S01087,Product D,6,465,17/10/2025,C0096
S01088,Product A,17,193,01/07/2025,C0329
S01089,Product D,16,491,07/04/2025,C0421
S01090,Product E,9,351,30/12/2025,C0244
S01091,Product E,17,394,14/08/2025,C0472
S01092,Product E,2,102,02/03/2025,C0210
S01093,Product B,8,331,11/10/2025,C0319
S01094,Product E,4,228,03/04/2025,C0359
S01095,Product D,1,352,15/08/2025,C0426
S01096,Product E,2,330,07/06/2025,C0147
S01097,Product E,6,244,09/04/2025,C0330
S01098,Product B,10,385,14/11/2025,C0243
S01099,Product D,14,249,13/02/2025,C0307
S01100,Product D,14,182,09/05/2025,C0340
S01101,Product A,7,372,22/05/2025,C0083
S01102,Product D,14,324,21/07/2025,C0190
S01103,Product C,11,115,19/06/2025,C0293
S01104,Product C,5,165,02/06/2025,C0462
S01105,Product D,12,78,04/08/2025,C0492
S01106,Product B,8,280,09/10/2025,C0337
S01107,Product C,8,42,03/05/2025,C0141
S01108,Product E,16,163,19/02/2025,C0325
S01109,Product C,18,152,22/09/2025,C0481
S01110,Product D,8,482,08/08/2025,C0297
S01111,Product E,4,89,17/08/2025,C0017
S01112,Product B,15,221,16/07/2025,C0346
S01113,Product D,3,433,07/05/2025,C0243
S01114,Product B,9,372,20/09/2025,C0065
S01115,Product E,7,391,10/08/2025,C0287
S01116,Product D,7,216,24/08/2025,C0423
S01117,Product A,4,221,25/03/2025,C0220
S01118,Product B,7,58,04/02/2025,C0173
S01119,Product C,14,150,04/09/2025,C0017
S01120,Product C,17,292,14/07/2025,C0105
S01121,Product A,1,167,19/09/2025,C0168
S01122,Product E,19,244,14/08/2025,C0460
S01123,Product D,9,65,27/03/2025,C0346
S01124,Product A,2,431,18/06/2025,C0267
S01125,Product C,10,364,31/05/2025,C0400
S01126,Product A,12,457,30/09/2025,C0447
S01127,Product D,2,24,14/01/2025,C0255
S01128,Product C,5,311,24/03/2025,C0228
S01129,Product D,16,389,07/09/2025,C0237
S01130,Product A,19,384,22/02/2025,C0209
S01131,Product A,1,80,16/10/2025,C0047
S01132,Product E,16,166,01/11/2025,C0263
S01133,Product E,19,421,02/01/2025,C0304
S01134,Product B,14,175,04/12/2025,C0379
S01135,Product E,7,138,09/04/2025,C0395
S01136,Product C,12,79,13/06/2025,C0482
S01137,Product D,13,185,16/03/2025,C0158
S01138,Product E,14,202,19/03/2025,C0052
S01139,Product D,2,334,18/07/2025,C0134
S01140,Product D,11,489,14/12/2025,C0236
S01141,Product C,18,398,07/06/2025,C0389
S01142,Product D,19,430,24/11/2025,C0267
S01143,Product C,16,223,16/01/2025,C0240
S01144,Product C,9,35,11/07/2025,C0245
S01145,Product B,14,18,29/09/2025,C0018
S01146,Product B,14,342,07/03/2025,C0231
S01147,Product E,16,16,08/01/2025,C0151
S01148,Product D,7,392,08/09/2025,C0282
S01149,Product E,12,52,15/07/2025,C0015
S01150,Product B,12,196,19/01/2025,C0198
S01151,Product A,4,66,30/11/2025,C0368
S01152,Product B,7,19,17/08/2025,C0401
S01153,Product B,2,386,21/06/2025,C0030
S01154,Product E,3,198,21/05/2025,C0407
S01155,Product C,4,84,14/01/2025,C0106
S01156,Product A,14,292,03/11/2025,C0225
S01157,Product B,16,463,18/09/2025,C0202
S01158,Product B,6,155,19/03/2025,C0466
S01159,Product A,4,157,02/11/2025,C0457
S01160,Product B,6,137,12/03/2025,C0228
S01161,Product C,9,242,12/08/2025,C0079
S01162,Product D,19,311,14/03/2025,C0188
S01163,Product D,16,13,31/10/2025,C0420
S01164,Product D,16,97,21/01/2025,C0479
S01165,Product B,10,58,23/07/2025,C0484
S01166,Product D,10,309,18/08/2025,C0222
S01167,Product A,16,486,20/01/2025,C0018
S01168,Product D,16,325,10/09/2025,C0471
S01169,Product B,1,495,01/09/2025,C0373
S01170,Product A,8,489,30/05/2025,C0289
S01171,Product C,19,379,10/03/2025,C0188
S01172,Product B,16,466,28/03/2025,C0261
S01173,Product A,2,473,12/10/2025,C0193
S01174,Product C,6,458,02/06/2025,C0334
S01175,Product C,13,55,03/09/2025,C0413
S01176,Product D,9,15,01/08/2025,C0279
S01177,Product A,17,208,31/10/2025,C0402
S01178,Product C,6,237,27/11/2025,C0205
S01179,Product D,10,469,24/01/2025,C0353
S01180,Product C,4,310,12/07/2025,C0299
S01181,Product A,15,114,27/07/2025,C0222
S01182,Product C,10,386,17/04/2025,C0339
S01183,Product A,17,157,02/10/2025,C0005
S01184,Product B,19,207,12/10/2025,C0161
S01185,Product E,1,57,19/02/2025,C0022
S01186,Product B,17,381,11/03/2025,C0274
S01187,Product C,15,223,11/01/2025,C0003
S01188,Product D,3,249,05/07/2025,C0251
S01189,Product B,2,444,26/09/2025,C0092
S01190,Product A,13,212,12/11/2025,C0394
S01191,Product A,1,338,27/07/2025,C0076
S01192,Product A,2,137,20/11/2025,C0442
S01193,Product C,12,490,22/11/2025,C0242
S01194,Product A,16,450,31/08/2025,C0499
S01195,Product C,15,302,02/07/2025,C0063
S01196,Product C,10,277,24/04/2025,C0484
S01197,Product A,18,447,15/07/2025,C0182
S01198,Product A,5,316,17/03/2025,C0418
S01199,Product A,12,358,11/07/2025,C0125
S01200,Product C,7,402,07/04/2025,C0453
S01201,Product C,11,54,25/09/2025,C0395
S01202,Product C,6,483,26/04/2025,C0155
S01203,Product A,16,478,12/05/2025,C0130
S01204,Product C,10,474,15/12/2025,C0430
S01205,Product C,12,56,13/08/2025,C0147
S01206,Product D,2,80,07/11/2025,C0308
S01207,Product E,7,319,11/04/2025,C0330
S01208,Product E,6,242,10/02/2025,C0120
S01209,Product D,2,199,11/08/2025,C0056
S01210,Product A,18,305,07/02/2025,C0318
S01211,Product D,2,272,22/03/2025,C0283
S01212,Product A,19,440,08/05/2025,C0050
S01213,Product E,9,168,02/01/2025,C0051
